Aktienkurs für PUM.DE von 2024-09-20 bis 2024-11-07:
Ticker         PUM.DE
Ticker         PUM.DE
Date                 
2019-08-26  63.278606
2019-08-27  64.517487
2019-08-28  65.994621
2019-08-29  66.137573
2019-08-30  65.804031
2019-09-02  67.424110
2019-09-03  64.708092
2019-09-04  64.517487
2019-09-05  65.470474
2019-09-06  66.328163
2019-09-09  64.183937
2019-09-10  62.897408
2019-09-11  62.277958
2019-09-12  64.279243
2019-09-13  63.802742
2019-09-16  63.326248
2019-09-17  65.041634
2019-09-18  64.803391
2019-09-19  65.899338
2019-09-20  66.852318
2019-09-23  65.708733
2019-09-24  66.471115
2019-09-25  65.613426
2019-09-26  65.994621
2019-09-27  66.661713
2019-09-30  67.662361
2019-10-01  66.566406
2019-10-02  64.374542
2019-10-04  66.280518
2019-10-07  67.042908
2019-10-08  66.995270
2019-10-09  67.995903
2019-10-10  67.281158
2019-10-11  67.948257
2019-10-14  67.900604

Aktienkurs für PUM.DE von 2014-05-02 bis 2014-06-19:
Ticker         PUM.DE
Date                 
2014-05-02  19.604210
2014-05-05  19.426695
2014-05-06  19.322010
2014-05-07  19.185457
2014-05-08  19.572350
2014-05-09  19.749868
2014-05-12  19.681593
2014-05-13  19.617865
2014-05-14  19.435375
2014-05-15  19.353254
2014-05-16  19.526621
2014-05-19  19.412561
2014-05-20  19.298508
2014-05-21  19.239199
2014-05-22  19.161638
2014-05-23  19.102329
2014-05-26  19.330444
2014-05-27  19.531185
2014-05-28  19.453625
2014-05-29  19.517498
2014-05-30  19.526621
2014-06-02  19.476437
2014-06-03  19.344130
2014-06-04  19.344130
2014-06-05  19.065830
2014-06-06  19.001961
2014-06-09  19.097767
2014-06-10  19.157080
2014-06-11  19.220947
2014-06-12  19.116018
2014-06-13  19.020208
2014-06-16  19.207260
2014-06-17  19.029335
2014-06-18  19.116018
2014-06-19  19.129704

Aktienkurs für PUM.DE von 2016-04-25 bis 2016-06-13:
Ticker         PUM.DE
Date                 
2016-04-25  17.822697
2016-04-26  17.982851
2016-04-27  18.170458
2016-04-28  18.907162
2016-04-29  18.211641
2016-05-02  18.248247
2016-05-03  18.124702
2016-05-04  18.138428
2016-05-05  18.152191
2016-05-06  18.220999
2016-05-09  17.904474
2016-05-10  18.523769
2016-05-11  18.367796
2016-05-12  18.771484
2016-05-13  18.587990
2016-05-17  18.459543
2016-05-18  18.372383
2016-05-19  18.298985
2016-05-20  18.808184
2016-05-23  18.954979
2016-05-24  19.069662
2016-05-25  18.945803
2016-05-26  19.266920
2016-05-27  19.560511
2016-05-30  19.266920
2016-05-31  19.175171
2016-06-01  19.546749
2016-06-02  19.757767
2016-06-03  19.523809
2016-06-06  19.542160
2016-06-07  19.633909
2016-06-08  19.656845
2016-06-09  19.707304
2016-06-10  19.234808
2016-06-13  19.243980

Aktienkurs für PUM.DE von 2021-09-02 bis 2021-10-20:
Ticker          PUM.DE
Date                  
2021-09-02   99.100853
2021-09-03   97.907448
2021-09-06   99.005371
2021-09-07   99.721420
2021-09-08   99.387268
2021-09-09  100.246529
2021-09-10  101.630882
2021-09-13   98.814430
2021-09-14   99.148582
2021-09-15   95.472885
2021-09-16   96.761765
2021-09-17   96.188927
2021-09-20   94.709091
2021-09-21   95.520622
2021-09-22   96.045715
2021-09-23   97.477814
2021-09-24   94.499062
2021-09-27   93.639809
2021-09-28   91.233887
2021-09-29   91.405739
2021-09-30   92.054947
2021-10-01   92.952393
2021-10-04   93.047867
2021-10-05   94.460869
2021-10-06   92.895126
2021-10-07   95.807037
2021-10-08   94.040787
2021-10-11   92.570503
2021-10-12   92.990593
2021-10-13   94.957329
2021-10-14   96.284401
2021-10-15   96.952713
2021-10-18   95.663826
2021-10-19   96.141190
2021-10-20   95.453789

Aktienkurs für PUM.DE von 2022-10-14 bis 2022-12-01:
Ticker         PUM.DE
Date                 
2022-10-14  44.794548
2022-10-17  46.021133
2022-10-18  46.513699
2022-10-19  45.209850
2022-10-20  45.683098
2022-10-21  42.351028
2022-10-24  43.133347
2022-10-25  45.219505
2022-10-26  45.403011
2022-10-27  44.388905
2022-10-28  44.215054
2022-10-31  43.278217
2022-11-01  44.842838
2022-11-02  45.258141
2022-11-03  44.726944
2022-11-04  44.504807
2022-11-07  44.640018
2022-11-08  44.021896
2022-11-09  44.263348
2022-11-10  46.272247
2022-11-11  50.164486
2022-11-14  49.623631
2022-11-15  50.724659
2022-11-16  50.840557
2022-11-17  49.874741
2022-11-18  49.681576
2022-11-21  48.213531
2022-11-22  48.039688
2022-11-23  47.933449
2022-11-24  48.889606
2022-11-25  48.068665
2022-11-28  46.986950
2022-11-29  46.214294
2022-11-30  47.035240
2022-12-01  48.483963

Aktienkurs für PUM.DE von 2020-06-24 bis 2020-08-11:
Ticker         PUM.DE
Date                 
2020-06-24  64.384064
2020-06-25  65.775436
2020-06-26  64.326889
2020-06-29  64.498428
2020-06-30  65.584839
2020-07-01  66.385353
2020-07-02  67.185860
2020-07-03  66.804665
2020-07-06  68.196030
2020-07-07  66.537834
2020-07-08  65.489532
2020-07-09  65.870735
2020-07-10  64.517487
2020-07-13  64.574669
2020-07-14  63.945690
2020-07-15  64.040993
2020-07-16  63.354839
2020-07-17  63.812275
2020-07-20  63.831341
2020-07-21  65.451416
2020-07-22  64.879631
2020-07-23  65.279884
2020-07-24  63.354839
2020-07-27  64.098175
2020-07-28  63.697910
2020-07-29  65.070229
2020-07-30  63.354839
2020-07-31  62.744923
2020-08-03  63.221416
2020-08-04  61.258263
2020-08-05  62.840233
2020-08-06  62.611500
2020-08-07  63.793217
2020-08-10  64.612793
2020-08-11  65.908852

Aktienkurs für PUM.DE von 2019-12-16 bis 2020-02-07:
Ticker         PUM.DE
Date                 
2019-12-16  63.373905
2019-12-17  64.374542
2019-12-18  63.898041
2019-12-19  63.707436
2019-12-20  65.756378
2019-12-23  65.375175
2019-12-27  65.899338
2019-12-30  65.136925
2020-01-02  64.040985
2020-01-03  64.993988
2020-01-06  66.804665
2020-01-07  68.138855
2020-01-08  68.805939
2020-01-09  69.377739
2020-01-10  68.948898
2020-01-13  69.949539
2020-01-14  71.855522
2020-01-15  72.427307
2020-01-16  72.713219
2020-01-17  72.522614
2020-01-20  72.808510
2020-01-21  73.475601
2020-01-22  74.714493
2020-01-23  73.523247
2020-01-24  74.428596
2020-01-27  71.950821
2020-01-28  71.760223
2020-01-29  70.854889
2020-01-30  70.092484
2020-01-31  68.996544
2020-02-03  68.281807
2020-02-04  70.426033
2020-02-05  69.949539
2020-02-06  68.520050
2020-02-07  67.567062

Aktienkurs für PUM.DE von 2014-07-18 bis 2014-09-04:
Ticker         PUM.DE
Date                 
2014-07-18  18.732782
2014-07-21  18.678034
2014-07-22  18.723658
2014-07-23  18.778406
2014-07-24  18.732782
2014-07-25  18.518356
2014-07-28  18.125998
2014-07-29  18.472734
2014-07-30  18.185312
2014-07-31  17.427969
2014-08-01  16.898745
2014-08-04  17.245474
2014-08-05  17.405157
2014-08-06  17.341282
2014-08-07  17.336720
2014-08-08  17.263723
2014-08-11  17.350407
2014-08-12  17.259163
2014-08-13  17.272848
2014-08-14  17.341282
2014-08-15  17.281973
2014-08-18  17.345846
2014-08-19  17.701706
2014-08-20  17.546583
2014-08-21  17.610458
2014-08-22  17.354969
2014-08-25  17.409718
2014-08-26  17.199854
2014-08-27  17.336720
2014-08-28  17.218102
2014-08-29  17.245474
2014-09-01  17.245474
2014-09-02  17.172480
2014-09-03  17.446217
2014-09-04  17.564837

Aktienkurs für PUM.DE von 2017-05-23 bis 2017-07-10:
Ticker         PUM.DE
Date                 
2017-05-23  33.046791
2017-05-24  33.051403
2017-05-25  33.115761
2017-05-26  32.982433
2017-05-29  33.161732
2017-05-30  33.147945
2017-05-31  32.306602
2017-06-01  32.233040
2017-06-02  32.757160
2017-06-05  32.757160
2017-06-06  32.554867
2017-06-07  32.251431
2017-06-08  32.237644
2017-06-09  32.177872
2017-06-12  31.534222
2017-06-13  31.520428
2017-06-14  32.062931
2017-06-15  31.993969
2017-06-16  31.902023
2017-06-19  31.902023
2017-06-20  32.311199
2017-06-21  31.262972
2017-06-22  31.143433
2017-06-23  31.005512
2017-06-26  31.125044
2017-06-27  31.051487
2017-06-28  31.258373
2017-06-29  30.508982
2017-06-30  30.936548
2017-07-03  30.987120
2017-07-04  31.120449
2017-07-05  31.764097
2017-07-06  31.166422
2017-07-07  31.285955
2017-07-10  31.396297

Aktienkurs für PUM.DE von 2012-03-09 bis 2012-04-30:
Ticker         PUM.DE
Date                 
2012-03-09  23.391720
2012-03-12  23.526962
2012-03-13  23.711788
2012-03-14  23.856041
2012-03-15  23.941692
2012-03-16  23.964231
2012-03-19  23.878580
2012-03-20  23.892105
2012-03-21  23.937185
2012-03-22  23.860548
2012-03-23  23.856041
2012-03-26  24.419531
2012-03-27  24.333883
2012-03-28  24.131027
2012-03-29  23.887598
2012-03-30  24.144552
2012-04-02  24.419531
2012-04-03  24.703533
2012-04-04  23.932676
2012-04-05  24.099468
2012-04-10  23.878580
2012-04-11  24.081440
2012-04-12  24.167089
2012-04-13  23.883089
2012-04-16  24.252743
2012-04-17  24.590832
2012-04-18  24.396994
2012-04-19  24.387978
2012-04-20  24.099468
2012-04-23  23.892105
2012-04-24  23.878580
2012-04-25  24.459988
2012-04-26  24.173826
2012-04-27  24.201078
2012-04-30  24.073896

Aktienkurs für PUM.DE von 2014-11-28 bis 2015-01-22:
Ticker         PUM.DE
Date                 
2014-11-28  16.793810
2014-12-01  16.798368
2014-12-02  16.688879
2014-12-03  16.415140
2014-12-04  16.333015
2014-12-05  16.451635
2014-12-08  16.337580
2014-12-09  15.968034
2014-12-10  15.739921
2014-12-11  15.507240
2014-12-12  15.347560
2014-12-15  14.978016
2014-12-16  15.347560
2014-12-17  15.803791
2014-12-18  15.502679
2014-12-19  15.361250
2014-12-22  15.790102
2014-12-23  15.831163
2014-12-29  15.680609
2014-12-30  15.744479
2015-01-02  15.863100
2015-01-05  15.425120
2015-01-06  15.206131
2015-01-07  15.238067
2015-01-08  15.393184
2015-01-09  15.561990
2015-01-12  15.603050
2015-01-13  15.644109
2015-01-14  15.338433
2015-01-15  15.128570
2015-01-16  15.219816
2015-01-19  15.744479
2015-01-20  15.735355
2015-01-21  15.648672
2015-01-22  15.653236

Aktienkurs für PUM.DE von 2014-12-01 bis 2015-01-23:
Ticker         PUM.DE
Date                 
2014-12-01  16.798372
2014-12-02  16.688875
2014-12-03  16.415134
2014-12-04  16.333015
2014-12-05  16.451635
2014-12-08  16.337580
2014-12-09  15.968036
2014-12-10  15.739916
2014-12-11  15.507244
2014-12-12  15.347559
2014-12-15  14.978015
2014-12-16  15.347559
2014-12-17  15.803789
2014-12-18  15.502678
2014-12-19  15.361246
2014-12-22  15.790102
2014-12-23  15.831164
2014-12-29  15.680607
2014-12-30  15.744483
2015-01-02  15.863100
2015-01-05  15.425122
2015-01-06  15.206130
2015-01-07  15.238067
2015-01-08  15.393184
2015-01-09  15.561989
2015-01-12  15.603050
2015-01-13  15.644111
2015-01-14  15.338434
2015-01-15  15.128571
2015-01-16  15.219817
2015-01-19  15.744483
2015-01-20  15.735356
2015-01-21  15.648673
2015-01-22  15.653235
2015-01-23  15.698855

Aktienkurs für PUM.DE von 2001-10-22 bis 2001-12-07:
Ticker        PUM.DE
Date                
2001-10-22  1.787635
2001-10-23  1.791754
2001-10-24  1.717612
2001-10-25  2.059487
2001-10-26  2.108914
2001-10-29  2.154223
2001-10-30  2.166580
2001-10-31  2.207770
2001-11-01  2.183056
2001-11-02  2.183056
2001-11-05  2.224246
2001-11-06  2.183056
2001-11-07  2.224246
2001-11-08  2.231660
2001-11-09  2.347815
2001-11-12  2.359348
2001-11-13  2.347815
2001-11-14  2.314863
2001-11-15  2.314863
2001-11-16  2.331339
2001-11-19  2.314863
2001-11-20  2.356052
2001-11-21  2.327220
2001-11-22  2.335458
2001-11-23  2.306625
2001-11-26  2.314863
2001-11-27  2.347815
2001-11-28  2.351934
2001-11-29  2.347815
2001-11-30  2.323925
2001-12-03  2.273673
2001-12-04  2.244840
2001-12-05  2.265435
2001-12-06  2.290149
2001-12-07  2.379943

Aktienkurs für PUM.DE von 2005-11-11 bis 2005-12-29:
Ticker         PUM.DE
Date                 
2005-11-11  19.020117
2005-11-14  19.020117
2005-11-15  19.064817
2005-11-16  18.692007
2005-11-17  18.872511
2005-11-18  19.139044
2005-11-21  19.233513
2005-11-22  19.517759
2005-11-23  19.673798
2005-11-24  19.506794
2005-11-25  19.299301
2005-11-28  19.344007
2005-11-29  19.523663
2005-11-30  19.310263
2005-12-01  19.484018
2005-12-02  19.882137
2005-12-05  20.116619
2005-12-06  19.694881
2005-12-07  19.640064
2005-12-08  19.753929
2005-12-09  19.572580
2005-12-12  19.707539
2005-12-13  19.772482
2005-12-14  20.504610
2005-12-15  20.454002
2005-12-16  20.497021
2005-12-19  20.647160
2005-12-20  20.480146
2005-12-21  20.092161
2005-12-22  20.322422
2005-12-23  20.538349
2005-12-26  20.538349
2005-12-27  20.580523
2005-12-28  20.917906
2005-12-29  21.002258

Aktienkurs für PUM.DE von 2009-12-16 bis 2010-02-08:
Ticker         PUM.DE
Date                 
2009-12-16  20.825270
2009-12-17  20.672934
2009-12-18  20.443121
2009-12-21  20.348026
2009-12-22  20.606018
2009-12-23  20.533815
2009-12-28  20.716965
2009-12-29  20.658848
2009-12-30  20.414066
2010-01-04  21.211817
2010-01-05  21.141376
2010-01-06  20.802376
2010-01-07  20.696712
2010-01-08  20.441360
2010-01-11  20.252047
2010-01-12  19.869022
2010-01-13  19.855810
2010-01-14  20.212427
2010-01-15  20.520611
2010-01-18  20.679102
2010-01-19  20.859606
2010-01-20  20.441360
2010-01-21  19.723736
2010-01-22  19.063343
2010-01-25  19.780968
2010-01-26  19.943865
2010-01-27  19.745745
2010-01-28  19.019312
2010-01-29  19.481590
2010-02-01  19.191017
2010-02-02  19.133785
2010-02-03  18.350117
2010-02-04  18.231251
2010-02-05  17.799793
2010-02-08  18.112375

Aktienkurs für PUM.DE von 2008-12-08 bis 2009-01-30:
Ticker         PUM.DE
Date                 
2008-12-08  11.227503
2008-12-09  11.708435
2008-12-10  11.937654
2008-12-11  12.053565
2008-12-12  11.789744
2008-12-15  11.534572
2008-12-16  11.806180
2008-12-17  11.681619
2008-12-18  11.721410
2008-12-19  11.720546
2008-12-22  11.480080
2008-12-23  11.422125
2008-12-29  11.763795
2008-12-30  12.135735
2009-01-02  12.657324
2009-01-05  12.845024
2009-01-06  13.363152
2009-01-07  13.095005
2009-01-08  13.080299
2009-01-09  12.845024
2009-01-12  12.888273
2009-01-13  12.623589
2009-01-14  12.267217
2009-01-15  12.395233
2009-01-16  12.449725
2009-01-19  11.989553
2009-01-20  11.910842
2009-01-21  12.357173
2009-01-22  12.069135
2009-01-23  11.871919
2009-01-26  12.529305
2009-01-27  11.936791
2009-01-28  12.196285
2009-01-29  12.202341
2009-01-30  12.222237

Aktienkurs für PUM.DE von 2004-12-20 bis 2005-02-04:
Ticker         PUM.DE
Date                 
2004-12-20  16.579224
2004-12-21  16.931257
2004-12-22  16.948023
2004-12-23  17.082130
2004-12-24  17.082130
2004-12-27  17.040216
2004-12-28  16.973162
2004-12-29  16.697405
2004-12-30  16.956408
2004-12-31  16.956408
2005-01-03  17.313469
2005-01-04  16.998310
2005-01-05  16.914492
2005-01-06  16.978195
2005-01-07  16.888510
2005-01-10  16.754398
2005-01-11  16.304295
2005-01-12  15.531494
2005-01-13  15.841624
2005-01-14  15.853357
2005-01-17  15.792171
2005-01-18  15.779597
2005-01-19  15.762827
2005-01-20  15.305185
2005-01-21  15.274171
2005-01-24  16.005903
2005-01-25  16.009260
2005-01-26  15.693261
2005-01-27  15.678176
2005-01-28  15.820666
2005-01-31  15.849165
2005-02-01  15.788819
2005-02-02  15.622023
2005-02-03  15.653030
2005-02-04  15.925443

Aktienkurs für PUM.DE von 2018-02-19 bis 2018-04-10:
Ticker         PUM.DE
Date                 
2018-02-19  31.446873
2018-02-20  31.446873
2018-02-21  32.918068
2018-02-22  32.550274
2018-02-23  33.239895
2018-02-26  33.377811
2018-02-27  33.101967
2018-02-28  33.239895
2018-03-01  31.722723
2018-03-02  31.125044
2018-03-05  31.538820
2018-03-06  32.918068
2018-03-07  34.021469
2018-03-08  33.331844
2018-03-09  33.377811
2018-03-12  33.423790
2018-03-13  33.239895
2018-03-14  34.067444
2018-03-15  35.170837
2018-03-16  35.952415
2018-03-19  36.090340
2018-03-20  38.159214
2018-03-21  37.929340
2018-03-22  36.688019
2018-03-23  35.446693
2018-03-26  36.274242
2018-03-27  35.998398
2018-03-28  35.584614
2018-03-29  36.458141
2018-04-03  36.412163
2018-04-04  35.952415
2018-04-05  37.331661
2018-04-06  37.469589
2018-04-09  37.331661
2018-04-10  37.653488

Aktienkurs für PUM.DE von 2016-06-09 bis 2016-07-27:
Ticker         PUM.DE
Date                 
2016-06-09  19.707308
2016-06-10  19.234806
2016-06-13  19.243984
2016-06-14  19.175171
2016-06-15  19.165998
2016-06-16  18.753134
2016-06-17  18.688913
2016-06-20  18.918280
2016-06-21  19.308207
2016-06-22  19.065077
2016-06-23  18.932041
2016-06-24  17.996220
2016-06-27  17.812727
2016-06-28  17.890709
2016-06-29  18.404495
2016-06-30  18.450369
2016-07-01  18.633862
2016-07-04  18.532940
2016-07-05  18.569641
2016-07-06  18.390734
2016-07-07  18.441196
2016-07-08  18.532940
2016-07-11  18.899933
2016-07-12  19.514635
2016-07-13  19.422892
2016-07-14  19.303621
2016-07-15  19.624735
2016-07-18  19.450415
2016-07-19  19.496286
2016-07-20  20.010073
2016-07-21  20.349537
2016-07-22  20.418346
2016-07-25  20.459631
2016-07-26  20.367886
2016-07-27  20.344948

Aktienkurs für PUM.DE von 2012-07-17 bis 2012-09-03:
Ticker         PUM.DE
Date                 
2012-07-17  20.490065
2012-07-18  19.499859
2012-07-19  19.795103
2012-07-20  19.767847
2012-07-23  19.086510
2012-07-24  19.213697
2012-07-25  19.359047
2012-07-26  20.889786
2012-07-27  20.653587
2012-07-30  20.739891
2012-07-31  20.712633
2012-08-01  20.699011
2012-08-02  20.244787
2012-08-03  20.599079
2012-08-06  20.898869
2012-08-07  20.971544
2012-08-08  20.839819
2012-08-09  21.007885
2012-08-10  21.030596
2012-08-13  21.026052
2012-08-14  21.198656
2012-08-15  21.085100
2012-08-16  21.094185
2012-08-17  21.389433
2012-08-20  21.316753
2012-08-21  21.602917
2012-08-22  21.185030
2012-08-23  20.894325
2012-08-24  20.762598
2012-08-27  20.885241
2012-08-28  21.076014
2012-08-29  21.076014
2012-08-30  20.939751
2012-08-31  21.012423
2012-09-03  21.207741

Aktienkurs für PUM.DE von 2007-05-04 bis 2007-06-22:
Ticker         PUM.DE
Date                 
2007-05-04  28.720583
2007-05-07  28.635111
2007-05-08  28.378670
2007-05-09  28.464148
2007-05-10  28.438507
2007-05-11  28.439363
2007-05-14  28.484667
2007-05-15  28.464148
2007-05-16  28.378670
2007-05-17  28.492359
2007-05-18  28.318838
2007-05-21  28.328243
2007-05-22  28.378670
2007-05-23  28.336788
2007-05-24  28.361578
2007-05-25  28.370123
2007-05-29  28.343632
2007-05-30  28.372688
2007-05-31  28.324820
2007-06-01  28.448765
2007-06-04  28.335936
2007-06-05  28.378670
2007-06-06  28.335936
2007-06-07  28.281229
2007-06-08  28.288925
2007-06-11  28.361578
2007-06-12  28.293194
2007-06-13  28.272678
2007-06-14  28.271830
2007-06-15  28.280373
2007-06-18  28.297468
2007-06-19  28.284645
2007-06-20  28.211992
2007-06-21  28.211992
2007-06-22  28.211992

Aktienkurs für PUM.DE von 2014-03-05 bis 2014-04-24:
Ticker         PUM.DE
Date                 
2014-03-05  18.616493
2014-03-06  18.753044
2014-03-07  18.570976
2014-03-10  18.420769
2014-03-11  18.452633
2014-03-12  18.270559
2014-03-13  18.065733
2014-03-14  17.833599
2014-03-17  18.138563
2014-03-18  18.138563
2014-03-19  18.211390
2014-03-20  18.020218
2014-03-21  17.920082
2014-03-24  17.833599
2014-03-25  18.020218
2014-03-26  18.070288
2014-03-27  17.924631
2014-03-28  18.297874
2014-03-31  18.593733
2014-04-01  18.598286
2014-04-02  18.662012
2014-04-03  18.848627
2014-04-04  18.734837
2014-04-07  18.657459
2014-04-08  18.748489
2014-04-09  18.889597
2014-04-10  19.012491
2014-04-11  18.862284
2014-04-14  19.208218
2014-04-15  19.012491
2014-04-16  18.844078
2014-04-17  18.816769
2014-04-22  19.071663
2014-04-23  19.039804
2014-04-24  18.957870

Aktienkurs für PUM.DE von 2002-11-13 bis 2002-12-31:
Ticker        PUM.DE
Date                
2002-11-13  5.660387
2002-11-14  5.628932
2002-11-15  5.711710
2002-11-18  5.794487
2002-11-19  5.783727
2002-11-20  5.712538
2002-11-21  5.711710
2002-11-22  5.638036
2002-11-25  5.724127
2002-11-26  5.674460
2002-11-27  5.728265
2002-11-28  5.703432
2002-11-29  5.752271
2002-12-02  5.729920
2002-12-03  5.671148
2002-12-04  5.537047
2002-12-05  5.531254
2002-12-06  5.339207
2002-12-09  5.430263
2002-12-10  5.545325
2002-12-11  5.662043
2002-12-12  5.712538
2002-12-13  5.703432
2002-12-16  5.687703
2002-12-17  5.728265
2002-12-18  5.736543
2002-12-19  5.629760
2002-12-20  5.653764
2002-12-23  5.628932
2002-12-24  5.628932
2002-12-25  5.628932
2002-12-26  5.628932
2002-12-27  5.562709
2002-12-30  5.383079
2002-12-31  5.383079

Aktienkurs für PUM.DE von 2003-05-26 bis 2003-07-11:
Ticker        PUM.DE
Date                
2003-05-26  7.402028
2003-05-27  7.471212
2003-05-28  7.543733
2003-05-29  7.522894
2003-05-30  7.585411
2003-06-02  7.201973
2003-06-03  7.168631
2003-06-04  7.312835
2003-06-05  7.352014
2003-06-06  7.283661
2003-06-09  7.197804
2003-06-10  7.168631
2003-06-11  7.260322
2003-06-12  7.256154
2003-06-13  7.335342
2003-06-16  7.436204
2003-06-17  7.435371
2003-06-18  7.502053
2003-06-19  7.418699
2003-06-20  7.502053
2003-06-23  7.385356
2003-06-24  7.264491
2003-06-25  7.111114
2003-06-26  7.143623
2003-06-27  7.251985
2003-06-30  7.210309
2003-07-01  7.147791
2003-07-02  7.368684
2003-07-03  7.236983
2003-07-04  7.251985
2003-07-07  7.251985
2003-07-08  7.251985
2003-07-09  7.173631
2003-07-10  7.168631
2003-07-11  7.251985

Aktienkurs für PUM.DE von 2022-02-03 bis 2022-03-23:
Ticker         PUM.DE
Date                 
2022-02-03  88.713394
2022-02-04  87.319496
2022-02-07  87.357689
2022-02-08  86.078354
2022-02-09  87.224030
2022-02-10  86.498428
2022-02-11  84.550789
2022-02-14  83.901566
2022-02-15  86.059250
2022-02-16  86.078354
2022-02-17  86.269295
2022-02-18  86.212021
2022-02-21  85.658272
2022-02-22  84.627159
2022-02-23  82.946831
2022-02-24  79.261581
2022-02-25  78.154106
2022-02-28  78.268669
2022-03-01  72.979469
2022-03-02  73.609589
2022-03-03  70.974541
2022-03-04  64.616043
2022-03-07  62.038280
2022-03-08  63.050289
2022-03-09  70.611748
2022-03-10  66.735550
2022-03-11  67.480240
2022-03-14  68.664093
2022-03-15  68.606812
2022-03-16  72.845818
2022-03-17  72.998566
2022-03-18  74.717079
2022-03-21  72.215691
2022-03-22  74.545227
2022-03-23  73.781441

Aktienkurs für PUM.DE von 2005-12-16 bis 2006-02-02:
Ticker         PUM.DE
Date                 
2005-12-16  20.497023
2005-12-19  20.647160
2005-12-20  20.480150
2005-12-21  20.092154
2005-12-22  20.322422
2005-12-23  20.538353
2005-12-26  20.538353
2005-12-27  20.580526
2005-12-28  20.917908
2005-12-29  21.002254
2005-12-30  20.791388
2006-01-02  21.156605
2006-01-03  21.085756
2006-01-04  21.047804
2006-01-05  20.749214
2006-01-06  20.859713
2006-01-09  20.664867
2006-01-10  20.411827
